product_id,product_name,brand,category_l1,category_l2,category_l3,gender_target,season,material,care_instructions,sustainability_score,price_range,launch_date,is_active,created_at
P000469,Open-source empowering collaboration Mens Clothing,Urban Thread 3,Mens Clothing,Accessories,,Men,All Season,Cashmere,Hand wash,32,$50-100,2023-10-04,t,2024-05-19 19:18:19
P000470,Adaptive multi-state task-force Jewelry,Pure Elegance 2,Jewelry,Activewear,Running,Women,Winter,Silk,Machine wash warm,70,$100-150,2024-01-09,t,2025-07-16 15:09:51
P000471,Monitored executive leverage Accessories,Bold Basics,Accessories,Footwear,Pants,Men,Summer,Cashmere,Machine wash cold,84,$50-100,2023-10-02,t,2024-11-15 15:15:44
P000472,Team-oriented mobile system engine Mens Clothing,City Casual 3,Mens Clothing,Yoga,,Women,Winter,Viscose,Hand wash,100,$50-100,2024-05-15,t,2024-10-01 13:28:15
P000473,Advanced zero administration Internet solution Activewear,Trend Tribe 2,Activewear,Yoga,Jewelry,Women,Spring,Cotton,Machine wash warm,18,$30-50,2024-05-10,f,2025-06-07 19:26:15
P000474,Right-sized discrete utilization Jewelry,Chic Collection 2,Jewelry,Pants,Bottoms,Unisex,Winter,Cashmere,Hand wash,78,$30-50,2024-11-24,t,2023-10-02 14:50:56
P000475,Multi-layered content-based installation Activewear,Modern Muse 3,Activewear,Tops,,Unisex,All Season,Silk,Dry clean only,36,$50-100,2024-12-04,t,2025-08-12 04:59:20
P000476,Optional hybrid encryption Activewear,Coastal Chic,Activewear,Yoga,Tops,Women,Summer,Denim,Machine wash cold,83,$50-100,2025-04-03,t,2024-01-31 19:51:36
P000477,User-centric secondary info-mediaries Bottoms,Fresh Fashion,Bottoms,,,Unisex,Winter,Cashmere,Dry clean only,75,$100-150,2024-07-15,t,2025-07-01 11:17:31
P000478,Face-to-face empowering artificial intelligence Womens Clothing,Street Smart 2,Womens Clothing,,Bottoms,Unisex,All Season,Viscose,Hand wash,44,$50-100,2025-01-23,t,2024-08-19 23:24:31
P000479,Front-line multi-state task-force Mens Clothing,Fashion Forward,Mens Clothing,Mens Clothing,,Men,Fall,Cotton,Machine wash warm,22,$100-150,2025-09-01,t,2025-06-09 08:36:50
P000480,Seamless system-worthy software Bottoms,Luxe Label 2,Bottoms,Formal,Bottoms,Women,All Season,Linen,Hand wash,73,$50-100,2024-05-04,t,2024-04-25 04:13:45
P000481,Streamlined value-added monitoring Footwear,Classic Craft 3,Footwear,,,Women,Winter,Denim,Machine wash warm,87,$150-200,2024-04-21,t,2025-06-16 05:34:55
P000482,Open-source content-based architecture Womens Clothing,Fashion Forward 2,Womens Clothing,Pants,Running,Unisex,Summer,Silk,Machine wash warm,40,$30-50,2024-01-10,t,2024-02-15 16:36:44
P000483,Implemented bifurcated productivity Formal,Coastal Chic 2,Formal,Yoga,,Men,Winter,Polyester,Hand wash,86,$150-200,2025-01-17,t,2024-09-14 16:30:18
P000484,Organized encompassing standardization Formal,Classic Craft,Formal,,,Women,Fall,Modal,Dry clean only,23,$50-100,2024-10-12,t,2025-01-22 17:16:04
P000485,Ergonomic fresh-thinking adapter Yoga,Bold Basics 2,Yoga,Yoga,Pants,Unisex,Summer,Silk,Hand wash,79,$30-50,2023-11-03,t,2024-01-23 04:33:53
P000486,Public-key 3rdgeneration contingency Bottoms,Vintage Vibe,Bottoms,Bottoms,,Men,Spring,Modal,Machine wash cold,97,$30-50,2024-05-02,t,2023-12-15 10:48:43
P000487,Future-proofed clear-thinking structure Accessories,Fresh Fashion 2,Accessories,Footwear,,Unisex,Fall,Modal,Dry clean only,62,$150-200,2025-04-12,t,2024-09-01 12:58:28
P000488,Advanced discrete array Formal,Elite Edge 3,Formal,Mens Clothing,,Unisex,Winter,Viscose,Machine wash cold,61,$50-100,2023-10-07,t,2024-01-22 01:14:37
P000489,Proactive didactic Graphical User Interface Accessories,Luxe Label 2,Accessories,Running,,Unisex,All Season,Polyester,Hand wash,58,$100-150,2024-05-25,t,2024-08-18 10:11:38
P000490,Proactive holistic Local Area Network Womens Clothing,Classic Craft 3,Womens Clothing,Mens Clothing,,Women,All Season,Denim,Dry clean only,33,$100-150,2025-06-01,t,2025-03-21 08:06:08
P000491,Automated full-range artificial intelligence Pants,Trend Tribe 2,Pants,Footwear,,Women,Winter,Wool,Dry clean only,54,$50-100,2025-04-30,t,2025-07-13 05:08:19
P000492,Digitized analyzing flexibility Yoga,Sunset Styles 2,Yoga,,,Women,Summer,Leather,Dry clean only,73,$30-50,2024-07-26,t,2025-05-21 11:30:51
P000493,Compatible needs-based leverage Running,Style Studio 2,Running,Bottoms,,Women,Winter,Viscose,Dry clean only,48,$50-100,2024-02-22,t,2024-02-15 01:38:06
P000494,Function-based homogeneous access Yoga,Vintage Vibe,Yoga,Womens Clothing,Footwear,Women,All Season,Viscose,Hand wash,92,$100-150,2025-05-14,t,2023-12-30 17:49:27
P000495,Universal dynamic info-mediaries Pants,Bold Basics 2,Pants,Activewear,Bottoms,Women,Summer,Cotton,Machine wash warm,32,$50-100,2024-09-04,t,2025-05-18 00:58:41
P000496,Fully-configurable user-facing alliance Bottoms,Bella Vista 3,Bottoms,Accessories,Accessories,Men,Fall,Linen,Machine wash warm,2,$100-150,2024-09-17,t,2024-02-28 17:16:41
P000497,User-centric zero administration attitude Accessories,City Casual,Accessories,,,Women,All Season,Modal,Hand wash,22,$50-100,2025-02-24,t,2024-11-04 19:02:00
P000498,Expanded methodical info-mediaries Accessories,Coastal Chic 2,Accessories,Footwear,,Unisex,Winter,Polyester,Hand wash,78,$50-100,2024-05-25,t,2025-03-09 07:18:05
P000499,Inverse cohesive product Running,Vintage Vibe 2,Running,,,Women,Winter,Denim,Machine wash warm,80,$30-50,2023-10-28,t,2025-04-14 15:37:09
P000500,User-friendly neutral model Bottoms,Classic Craft,Bottoms,Mens Clothing,,Unisex,All Season,Linen,Machine wash warm,82,$30-50,2024-04-09,t,2023-12-30 21:10:44
P000501,Polarized scalable framework Footwear,Fashion Forward,Footwear,,,Unisex,Winter,Viscose,Dry clean only,52,$50-100,2024-07-01,t,2024-02-28 08:46:23
P000502,Business-focused static data-warehouse Womens Clothing,Bold Basics,Womens Clothing,Mens Clothing,,Unisex,Summer,Polyester,Machine wash warm,21,$100-150,2024-03-27,f,2023-12-23 17:26:06
P000503,Sharable intermediate Graphic Interface Bottoms,Sunset Styles,Bottoms,Footwear,,Unisex,All Season,Cashmere,Machine wash cold,97,$50-100,2024-02-02,t,2023-10-08 17:10:42
P000504,Grass-roots optimal capability Pants,Sunset Styles,Pants,Bottoms,,Men,Summer,Linen,Hand wash,31,$50-100,2025-05-30,t,2024-07-30 10:41:51
P000505,Fully-configurable 24/7 analyzer Running,Elite Edge 2,Running,Formal,,Men,Fall,Denim,Machine wash warm,60,$50-100,2025-05-26,t,2024-12-21 08:21:24
P000506,Team-oriented methodical solution Pants,Pure Elegance 2,Pants,Tops,,Unisex,All Season,Wool,Machine wash warm,76,$150-200,2024-01-24,t,2025-01-02 02:29:55
P000507,Multi-layered zero administration array Yoga,Bella Vista 3,Yoga,Activewear,,Men,Fall,Viscose,Machine wash warm,44,$50-100,2024-01-26,t,2024-04-07 04:48:54
P000508,Proactive background software Mens Clothing,Pure Elegance 2,Mens Clothing,,,Women,Summer,Linen,Machine wash cold,38,$100-150,2024-06-14,t,2025-01-19 12:40:19
P000509,Virtual responsive approach Formal,Bella Vista,Formal,,,Women,All Season,Leather,Machine wash warm,1,$30-50,2024-06-28,t,2023-11-12 10:35:07
P000510,Stand-alone coherent standardization Footwear,Elite Edge 3,Footwear,Jewelry,,Women,All Season,Cotton,Dry clean only,47,$30-50,2025-06-01,t,2024-11-16 14:38:48
P000511,Customer-focused clear-thinking matrix Formal,Sunset Styles 2,Formal,Mens Clothing,Yoga,Women,Summer,Cashmere,Machine wash cold,33,$30-50,2024-05-29,t,2024-03-25 17:39:56
P000512,Realigned zero tolerance project Running,City Casual 2,Running,Activewear,,Women,All Season,Linen,Machine wash warm,34,$30-50,2024-06-21,t,2025-05-06 18:09:37
P000513,Organic upward-trending core Bottoms,Luxe Label,Bottoms,Pants,Footwear,Unisex,All Season,Linen,Dry clean only,62,$50-100,2025-03-14,t,2023-10-13 14:20:30
P000514,Multi-tiered heuristic success Womens Clothing,Bella Vista 2,Womens Clothing,Formal,Bottoms,Women,Winter,Wool,Machine wash cold,93,$50-100,2024-04-07,t,2024-01-09 15:53:09
P000515,Balanced mobile strategy Bottoms,Pure Elegance,Bottoms,Footwear,Jewelry,Women,Fall,Leather,Machine wash cold,59,$150-200,2024-12-03,t,2024-08-31 19:53:14
P000516,Implemented needs-based standardization Bottoms,Urban Thread 2,Bottoms,,,Men,Spring,Cashmere,Machine wash warm,69,$30-50,2024-02-20,t,2024-10-11 16:16:23
P000517,Re-contextualized contextually-based moratorium Mens Clothing,Bold Basics,Mens Clothing,,Jewelry,Women,Summer,Polyester,Machine wash warm,49,$100-150,2024-06-03,t,2024-06-23 01:14:07
P000518,Upgradable maximized focus group Yoga,Trend Tribe,Yoga,,Yoga,Unisex,Summer,Viscose,Machine wash warm,60,$50-100,2025-07-02,t,2025-07-31 22:41:06
P000519,Right-sized neutral complexity Pants,Metro Style 3,Pants,,Yoga,Men,All Season,Viscose,Hand wash,15,$30-50,2024-11-11,t,2023-11-19 12:14:55
P000520,Distributed local frame Running,Fresh Fashion 2,Running,Accessories,,Unisex,Spring,Silk,Machine wash warm,30,$30-50,2024-04-17,t,2025-06-24 11:21:54
P000521,Quality-focused high-level knowledgebase Womens Clothing,Bella Vista 2,Womens Clothing,Pants,,Unisex,Spring,Silk,Machine wash warm,5,$50-100,2025-05-20,t,2023-09-27 13:42:52
P000522,Sharable motivating implementation Activewear,Classic Craft 3,Activewear,Bottoms,Footwear,Men,Fall,Modal,Machine wash cold,97,$50-100,2024-02-17,t,2025-04-18 20:40:03
P000523,Ameliorated regional hierarchy Accessories,Metro Style,Accessories,Yoga,,Women,Summer,Leather,Hand wash,40,$30-50,2025-01-19,t,2025-05-21 18:17:36
P000524,Front-line fresh-thinking success Yoga,Elite Edge 2,Yoga,Yoga,,Women,Spring,Linen,Machine wash warm,62,$30-50,2025-02-18,t,2023-11-15 05:04:19
P000525,Public-key human-resource core Pants,Trend Tribe 2,Pants,Footwear,Tops,Men,Winter,Denim,Dry clean only,35,$50-100,2025-03-09,t,2024-11-07 01:39:52
P000526,Proactive zero administration neural-net Formal,Classic Craft,Formal,Pants,,Women,Spring,Leather,Machine wash warm,99,$150-200,2025-01-14,t,2024-01-24 17:30:56
P000527,Horizontal fresh-thinking installation Tops,Sunset Styles 3,Tops,,,Unisex,Summer,Modal,Machine wash cold,41,$150-200,2024-06-02,t,2025-02-05 19:36:40
P000528,Customizable bandwidth-monitored model Formal,Coastal Chic 3,Formal,,Running,Unisex,Summer,Viscose,Hand wash,78,$30-50,2023-11-16,t,2025-02-19 18:54:54
P000529,Balanced clear-thinking conglomeration Jewelry,Bella Vista 2,Jewelry,Bottoms,Running,Women,Summer,Wool,Dry clean only,4,$100-150,2023-10-20,t,2025-08-05 11:22:54
P000530,Exclusive bi-directional matrix Footwear,Sunset Styles,Footwear,Womens Clothing,,Men,All Season,Leather,Hand wash,79,$30-50,2023-12-11,t,2024-02-22 20:17:21
P000531,Automated object-oriented project Accessories,Metro Style,Accessories,Yoga,Mens Clothing,Unisex,Winter,Polyester,Machine wash cold,81,$30-50,2024-07-23,t,2025-07-07 14:02:57
P000532,Switchable mobile moderator Formal,Metro Style 2,Formal,,,Women,All Season,Cotton,Machine wash cold,34,$50-100,2025-03-23,t,2025-01-23 15:56:56
P000533,Reverse-engineered eco-centric application Bottoms,Sunset Styles 3,Bottoms,,Mens Clothing,Men,Spring,Polyester,Dry clean only,92,$50-100,2024-03-15,f,2024-07-07 13:37:48
P000534,Robust transitional archive Jewelry,Pure Elegance 2,Jewelry,Formal,,Women,All Season,Wool,Machine wash warm,95,$100-150,2025-09-17,t,2023-10-07 04:14:19
P000535,Expanded solution-oriented matrix Bottoms,City Casual 3,Bottoms,,,Women,Spring,Cashmere,Dry clean only,21,$30-50,2025-08-17,t,2025-09-17 02:59:44
P000536,Configurable maximized website Jewelry,Trend Tribe 2,Jewelry,Running,Activewear,Unisex,Fall,Denim,Hand wash,70,$150-200,2023-11-12,t,2025-02-04 06:34:01
P000537,Multi-lateral next generation synergy Jewelry,Metro Style 2,Jewelry,,,Unisex,Summer,Modal,Dry clean only,72,$100-150,2025-08-17,t,2025-09-24 18:25:45
P000538,Operative holistic utilization Formal,Classic Craft 2,Formal,,Footwear,Men,Spring,Cashmere,Machine wash cold,92,$50-100,2023-11-10,t,2025-03-30 06:27:32
P000539,Seamless encompassing moderator Activewear,Chic Collection,Activewear,Tops,,Women,Summer,Linen,Hand wash,27,$50-100,2025-04-18,t,2023-10-28 14:07:32
P000540,Compatible exuding archive Yoga,Urban Thread,Yoga,,,Women,All Season,Modal,Machine wash cold,19,$30-50,2024-11-02,t,2024-03-12 16:57:53
P000541,Cross-platform bandwidth-monitored success Footwear,Coastal Chic,Footwear,Tops,Activewear,Men,Fall,Linen,Machine wash warm,11,$50-100,2024-11-11,t,2024-03-24 10:47:01
P000542,Networked content-based core Mens Clothing,Style Studio 2,Mens Clothing,,,Women,Winter,Wool,Machine wash cold,88,$30-50,2025-02-17,t,2024-11-08 17:13:34
P000543,Fully-configurable non-volatile product Running,Chic Collection 2,Running,Yoga,,Men,Fall,Cotton,Machine wash warm,44,$30-50,2024-12-02,t,2024-02-12 23:11:40
P000544,User-friendly next generation instruction set Bottoms,Sunset Styles 2,Bottoms,,Running,Unisex,Winter,Cotton,Hand wash,6,$50-100,2023-12-16,t,2025-04-28 12:45:51
P000545,Visionary scalable orchestration Womens Clothing,Street Smart 2,Womens Clothing,Activewear,Formal,Men,Spring,Wool,Machine wash warm,86,$50-100,2025-03-02,t,2024-07-01 01:13:00
P000546,Persevering tangible secured line Activewear,Elite Edge 2,Activewear,Bottoms,Pants,Unisex,Summer,Wool,Machine wash cold,43,$50-100,2025-08-11,t,2024-08-23 17:33:03
P000547,Customer-focused composite utilization Activewear,Fresh Fashion 2,Activewear,,,Men,All Season,Cashmere,Dry clean only,55,$50-100,2024-11-26,t,2024-02-14 03:07:52
P000548,Open-architected motivating Graphical User Interface Tops,Elite Edge 3,Tops,Mens Clothing,,Women,All Season,Silk,Dry clean only,78,$100-150,2024-01-26,t,2025-02-18 17:34:43
P000549,Public-key radical intranet Bottoms,Trend Tribe,Bottoms,Jewelry,,Men,Spring,Polyester,Machine wash warm,85,$50-100,2024-06-25,f,2025-09-21 02:22:10
P000550,Intuitive neutral Graphic Interface Accessories,City Casual 2,Accessories,Accessories,,Unisex,Summer,Linen,Machine wash warm,44,$100-150,2024-07-10,t,2025-07-14 05:30:59
P000551,Open-source well-modulated productivity Tops,Mode Moderne 2,Tops,Mens Clothing,Accessories,Men,Spring,Polyester,Machine wash cold,94,$100-150,2025-06-28,t,2024-08-26 11:02:22
P000552,Up-sized fresh-thinking portal Activewear,Trend Tribe,Activewear,,,Men,Fall,Cotton,Machine wash cold,88,$50-100,2024-12-06,t,2024-03-31 23:41:23
P000553,Quality-focused didactic implementation Footwear,Mode Moderne,Footwear,Accessories,Formal,Men,All Season,Viscose,Hand wash,96,$100-150,2024-11-26,t,2025-05-13 18:07:54
P000554,User-friendly eco-centric hierarchy Footwear,Trend Tribe 2,Footwear,Tops,,Women,All Season,Cashmere,Machine wash cold,84,$100-150,2024-09-07,t,2024-09-12 09:42:29
P000555,Object-based 24hour success Tops,Style Studio,Tops,Mens Clothing,,Unisex,Winter,Cotton,Machine wash cold,83,$30-50,2024-05-03,t,2023-10-23 22:27:33
P000556,Right-sized 3rdgeneration model Jewelry,Classic Craft,Jewelry,Running,,Unisex,Spring,Polyester,Machine wash warm,37,$30-50,2025-08-17,t,2024-01-09 22:28:34
P000557,Innovative 24hour framework Jewelry,Pure Elegance,Jewelry,Yoga,Accessories,Women,All Season,Modal,Dry clean only,11,$100-150,2024-03-10,t,2024-03-17 08:33:50
P000558,Intuitive 3rdgeneration throughput Formal,Luxe Label,Formal,,,Women,Summer,Cotton,Hand wash,67,$100-150,2025-03-14,t,2025-06-26 10:22:00
P000559,Grass-roots neutral migration Footwear,Urban Thread 2,Footwear,Tops,Running,Unisex,Summer,Linen,Hand wash,64,$50-100,2024-12-12,t,2024-12-02 02:54:36
P000560,Re-engineered coherent attitude Running,Metro Style,Running,Jewelry,,Women,All Season,Cotton,Dry clean only,35,$30-50,2024-09-17,t,2023-10-26 07:45:06
P000561,Multi-channeled coherent challenge Accessories,Vintage Vibe,Accessories,,,Men,All Season,Cashmere,Dry clean only,86,$150-200,2024-07-07,t,2024-04-19 20:02:01
P000562,Reduced dynamic emulation Mens Clothing,Sunset Styles 2,Mens Clothing,Jewelry,,Men,Winter,Denim,Dry clean only,69,$30-50,2025-06-16,f,2024-04-13 01:01:38
P000563,Innovative background orchestration Running,Street Smart,Running,Formal,,Men,Fall,Wool,Dry clean only,88,$50-100,2024-12-11,t,2024-08-02 13:04:32
P000564,Extended upward-trending archive Tops,City Casual 2,Tops,Activewear,,Men,All Season,Viscose,Machine wash cold,92,$30-50,2024-06-04,t,2025-04-11 00:48:53
P000565,Polarized context-sensitive matrix Accessories,Bold Basics,Accessories,,Womens Clothing,Men,Winter,Cashmere,Machine wash warm,38,$50-100,2025-08-24,t,2025-06-29 08:33:26
P000566,Team-oriented tangible orchestration Running,City Casual 3,Running,,Mens Clothing,Unisex,Spring,Wool,Hand wash,97,$50-100,2025-08-30,t,2025-06-24 13:10:04
P000567,Cross-platform radical project Activewear,Chic Collection 2,Activewear,Activewear,Running,Men,Winter,Polyester,Machine wash warm,17,$150-200,2023-10-25,t,2024-05-17 08:01:56
P000568,Upgradable object-oriented implementation Running,Modern Muse 3,Running,Jewelry,,Women,Summer,Silk,Machine wash warm,4,$150-200,2025-05-23,t,2023-11-26 23:13:14
P000569,Centralized zero administration groupware Womens Clothing,Elite Edge 3,Womens Clothing,,,Men,Summer,Silk,Dry clean only,8,$30-50,2025-08-09,t,2024-06-23 06:11:06
P000570,Optional intangible capability Activewear,Elite Edge 2,Activewear,Accessories,,Women,Winter,Cashmere,Machine wash cold,99,$100-150,2025-05-16,t,2025-08-02 14:17:30
P000571,Focused value-added projection Yoga,Chic Collection 2,Yoga,,,Women,All Season,Modal,Machine wash cold,68,$50-100,2025-01-05,t,2025-07-17 19:43:00
P000572,Advanced scalable time-frame Bottoms,Street Smart 2,Bottoms,Womens Clothing,,Women,Winter,Viscose,Machine wash cold,94,$50-100,2024-07-19,t,2025-01-30 01:14:21
P000573,Business-focused fault-tolerant moderator Jewelry,Trend Tribe 2,Jewelry,Running,,Women,Winter,Leather,Hand wash,38,$100-150,2024-05-31,t,2023-10-28 23:59:20
P000574,Quality-focused non-volatile collaboration Tops,Vintage Vibe 2,Tops,Activewear,,Unisex,Winter,Wool,Machine wash warm,82,$150-200,2024-10-20,t,2024-06-06 20:52:45
P000575,Total directional collaboration Yoga,Modern Muse,Yoga,Tops,,Men,Summer,Viscose,Machine wash warm,50,$30-50,2025-03-02,f,2023-11-05 06:03:13
P000576,Upgradable hybrid knowledge user Footwear,Bella Vista 2,Footwear,Footwear,,Men,Winter,Silk,Hand wash,11,$30-50,2024-12-31,t,2025-05-03 18:15:16
P000577,Re-engineered motivating array Yoga,Bella Vista 2,Yoga,Yoga,,Women,Spring,Polyester,Machine wash warm,14,$50-100,2024-08-26,t,2024-03-17 12:16:20
P000578,Implemented zero tolerance infrastructure Accessories,Bella Vista 3,Accessories,Yoga,,Men,All Season,Viscose,Machine wash warm,20,$100-150,2024-01-06,t,2024-01-19 23:26:50
P000579,Mandatory attitude-oriented leverage Jewelry,Trend Tribe 2,Jewelry,Tops,,Men,Summer,Wool,Dry clean only,18,$50-100,2025-04-26,t,2024-12-13 20:43:14
P000580,Business-focused neutral initiative Yoga,Vintage Vibe 3,Yoga,Pants,,Women,Fall,Leather,Dry clean only,80,$150-200,2023-12-01,t,2024-04-17 22:43:53
P000581,Open-architected motivating Internet solution Tops,City Casual,Tops,,Pants,Women,Winter,Leather,Machine wash cold,69,$50-100,2025-03-21,t,2025-05-20 01:26:31
P000582,De-engineered well-modulated challenge Footwear,Chic Collection 2,Footwear,Activewear,,Women,Spring,Leather,Machine wash cold,76,$100-150,2024-12-03,t,2024-10-04 13:20:28
P000583,Exclusive mobile infrastructure Formal,Trend Tribe,Formal,Running,,Men,Summer,Cotton,Machine wash cold,18,$30-50,2024-12-12,t,2025-02-14 15:05:17
P000584,Exclusive next generation pricing structure Accessories,Urban Thread 3,Accessories,Womens Clothing,,Women,Fall,Linen,Machine wash cold,11,$50-100,2024-11-06,t,2025-04-20 10:08:13
P000585,Fully-configurable dynamic archive Jewelry,Sunset Styles,Jewelry,,Pants,Men,All Season,Modal,Dry clean only,100,$30-50,2025-05-21,t,2024-04-20 19:41:16
P000586,Optional fresh-thinking software Yoga,Vintage Vibe 2,Yoga,Womens Clothing,Pants,Unisex,Spring,Cashmere,Machine wash warm,97,$30-50,2024-12-16,t,2025-09-13 19:28:42
P000587,Cross-group bifurcated secured line Bottoms,Trend Tribe 2,Bottoms,Tops,Pants,Women,All Season,Cashmere,Dry clean only,26,$150-200,2024-08-19,t,2024-08-13 06:01:27
P000588,Multi-lateral grid-enabled core Womens Clothing,Mode Moderne 2,Womens Clothing,Yoga,,Women,Winter,Polyester,Hand wash,92,$50-100,2024-06-19,t,2024-06-02 03:17:33
P000589,Right-sized solution-oriented algorithm Activewear,City Casual 2,Activewear,,Activewear,Women,Summer,Denim,Machine wash warm,78,$30-50,2024-05-19,f,2025-05-16 20:11:43
P000590,Down-sized grid-enabled pricing structure Yoga,Street Smart 2,Yoga,Footwear,,Unisex,Fall,Silk,Machine wash cold,24,$50-100,2025-06-10,t,2025-06-26 03:43:58
P000591,Organic regional circuit Womens Clothing,City Casual,Womens Clothing,Bottoms,,Unisex,Winter,Modal,Machine wash cold,52,$30-50,2023-10-30,t,2024-09-03 03:07:46
P000592,Focused dedicated software Accessories,Urban Thread 2,Accessories,Running,Running,Women,Fall,Linen,Hand wash,8,$30-50,2024-01-25,t,2024-07-13 08:49:14
P000593,Versatile upward-trending artificial intelligence Formal,Mode Moderne,Formal,Womens Clothing,Accessories,Men,All Season,Modal,Dry clean only,3,$50-100,2025-04-22,t,2023-12-23 07:03:25
P000594,Business-focused dynamic process improvement Accessories,Luxe Label,Accessories,,,Unisex,Spring,Leather,Dry clean only,82,$50-100,2024-01-18,t,2025-09-15 19:47:23
P000595,Horizontal 24/7 Graphical User Interface Tops,Fresh Fashion 2,Tops,Formal,,Unisex,Spring,Cashmere,Hand wash,66,$30-50,2025-06-11,t,2025-03-18 21:34:35
P000596,Customizable fault-tolerant knowledge user Yoga,Style Studio 2,Yoga,Formal,,Unisex,Fall,Denim,Dry clean only,8,$100-150,2023-10-13,t,2024-09-26 23:55:12
P000597,Managed demand-driven support Womens Clothing,Fashion Forward,Womens Clothing,Jewelry,,Men,All Season,Modal,Dry clean only,49,$100-150,2024-03-08,t,2024-11-17 21:26:41
P000598,Expanded needs-based model Bottoms,Chic Collection 2,Bottoms,,,Men,Spring,Denim,Machine wash warm,34,$50-100,2024-04-13,t,2025-05-01 19:55:47
P000599,Reactive mission-critical process improvement Footwear,Modern Muse,Footwear,,,Women,Summer,Linen,Hand wash,67,$30-50,2024-01-13,t,2025-04-15 23:03:28
P000600,Team-oriented tangible secured line Bottoms,Bold Basics,Bottoms,Womens Clothing,,Unisex,All Season,Leather,Machine wash warm,3,$50-100,2024-07-14,f,2023-10-11 07:04:58
P000601,Reduced stable moderator Tops,Luxe Label 2,Tops,Footwear,,Men,Summer,Denim,Machine wash cold,98,$50-100,2024-04-11,t,2023-10-30 18:51:34
P000602,Down-sized analyzing forecast Running,Street Smart 2,Running,,Womens Clothing,Women,Spring,Viscose,Hand wash,0,$30-50,2025-05-30,t,2024-02-29 21:32:30
P000603,Total regional flexibility Running,Coastal Chic,Running,,,Men,Spring,Cotton,Hand wash,66,$50-100,2024-09-21,t,2023-11-07 05:52:36
P000604,Streamlined 24/7 architecture Activewear,Urban Thread,Activewear,,,Women,Summer,Silk,Hand wash,36,$50-100,2025-02-19,t,2024-07-24 21:10:00
P000605,Future-proofed stable protocol Accessories,Pure Elegance 2,Accessories,,,Women,Fall,Wool,Machine wash cold,14,$50-100,2025-07-28,t,2024-07-02 19:16:03
P000606,Customer-focused 3rdgeneration frame Formal,Mode Moderne 2,Formal,Mens Clothing,,Women,Summer,Linen,Hand wash,90,$100-150,2025-08-12,t,2025-07-31 17:59:55
P000607,Streamlined human-resource emulation Mens Clothing,Style Studio 2,Mens Clothing,Pants,,Women,Spring,Leather,Machine wash cold,16,$50-100,2024-10-24,t,2024-07-18 17:04:51
P000608,Triple-buffered bandwidth-monitored functionalities Running,Fresh Fashion 2,Running,Jewelry,Jewelry,Women,All Season,Modal,Machine wash warm,80,$30-50,2025-07-30,t,2024-10-07 11:03:12
P000609,Right-sized national array Accessories,Mode Moderne 2,Accessories,Mens Clothing,,Women,Spring,Viscose,Machine wash warm,96,$50-100,2024-02-27,t,2024-02-18 19:22:05
P000610,Profit-focused logistical open architecture Tops,Style Studio 2,Tops,Yoga,,Men,Winter,Leather,Dry clean only,29,$30-50,2025-04-01,t,2025-09-15 12:42:40
P000611,Ameliorated 6thgeneration encryption Activewear,Vintage Vibe,Activewear,Accessories,,Men,Fall,Denim,Machine wash warm,58,$100-150,2024-11-10,t,2025-09-12 08:39:25
P000612,Integrated full-range matrix Bottoms,Urban Thread,Bottoms,Accessories,,Men,Fall,Linen,Dry clean only,77,$30-50,2025-04-26,t,2024-07-28 13:48:00
P000613,Diverse 3rdgeneration hardware Bottoms,Luxe Label 2,Bottoms,Yoga,,Men,Fall,Polyester,Machine wash warm,68,$30-50,2024-06-25,t,2025-03-11 12:47:03
P000614,Multi-channeled responsive framework Activewear,Modern Muse 2,Activewear,Activewear,Tops,Women,Spring,Cashmere,Dry clean only,43,$150-200,2024-10-19,f,2024-03-28 11:28:19
P000615,Grass-roots analyzing product Activewear,Classic Craft 3,Activewear,Jewelry,,Women,Summer,Silk,Machine wash cold,84,$50-100,2025-08-08,t,2024-04-14 03:47:15
P000616,Networked 4thgeneration open architecture Yoga,City Casual 3,Yoga,Footwear,Activewear,Men,Spring,Viscose,Dry clean only,56,$100-150,2024-03-19,t,2024-05-01 15:29:16
P000617,Distributed global infrastructure Jewelry,Mode Moderne,Jewelry,Bottoms,,Men,Fall,Cashmere,Machine wash cold,63,$30-50,2024-01-10,t,2025-02-18 06:23:30
P000618,Cross-group upward-trending implementation Mens Clothing,Modern Muse,Mens Clothing,,,Women,Summer,Cotton,Dry clean only,84,$50-100,2025-03-05,f,2024-11-04 11:10:48
P000619,Seamless responsive software Formal,Elite Edge 2,Formal,Activewear,,Women,Fall,Denim,Hand wash,72,$50-100,2024-08-15,t,2024-03-21 15:51:39
P000620,Front-line object-oriented collaboration Yoga,City Casual 2,Yoga,,,Women,All Season,Cotton,Machine wash warm,65,$30-50,2024-05-25,t,2024-08-23 06:10:47
P000621,Robust full-range knowledge user Pants,Elite Edge,Pants,Formal,,Women,Fall,Viscose,Hand wash,14,$30-50,2024-01-06,t,2024-11-21 04:15:57
P000622,Expanded solution-oriented challenge Mens Clothing,Urban Thread,Mens Clothing,Activewear,,Men,Winter,Cashmere,Machine wash warm,48,$50-100,2024-11-19,t,2024-12-21 07:29:36
P000623,Synergized dedicated challenge Mens Clothing,Pure Elegance 2,Mens Clothing,Footwear,Formal,Unisex,Winter,Denim,Hand wash,19,$30-50,2025-03-13,t,2024-05-24 00:26:37
